id;Otázka;Obmena 1;Obmena 2;Obmena 3;Obmena 4;Odpoveď 1
525;V akej miestnosti je Viera Muchová ?;Kde nájdem Viera Muchová ?;Kde sa nachádza Viera Muchová ?;Kde má kanceláriu Viera Muchová ?;V ktorej miestnosti má kanceláriu Viera Muchová ?;Viera Muchová miestnost: RB203
526;V akej miestnosti je Lucia Pančíková ?;Kde nájdem Lucia Pančíková ?;Kde sa nachádza Lucia Pančíková ?;Kde má kanceláriu Lucia Pančíková ?;V ktorej miestnosti má kanceláriu Lucia Pančíková ?;Lucia Pančíková miestnost: RB201
527;V akej miestnosti je Zuzana Staníková ?;Kde nájdem Zuzana Staníková ?;Kde sa nachádza Zuzana Staníková ?;Kde má kanceláriu Zuzana Staníková ?;V ktorej miestnosti má kanceláriu Zuzana Staníková ?;Zuzana Staníková miestnost: RB212
528;V akej miestnosti je Emese Tokarčíková ?;Kde nájdem Emese Tokarčíková ?;Kde sa nachádza Emese Tokarčíková ?;Kde má kanceláriu Emese Tokarčíková ?;V ktorej miestnosti má kanceláriu Emese Tokarčíková ?;Emese Tokarčíková miestnost: RB202
529;V akej miestnosti je Oliver Bubelíny ?;Kde nájdem Oliver Bubelíny ?;Kde sa nachádza Oliver Bubelíny ?;Kde má kanceláriu Oliver Bubelíny ?;V ktorej miestnosti má kanceláriu Oliver Bubelíny ?;Oliver Bubelíny miestnost: RB258
530;V akej miestnosti je Juraj Dubovec ?;Kde nájdem Juraj Dubovec ?;Kde sa nachádza Juraj Dubovec ?;Kde má kanceláriu Juraj Dubovec ?;V ktorej miestnosti má kanceláriu Juraj Dubovec ?;Juraj Dubovec miestnost: RB253
531;V akej miestnosti je Martin Holubčík ?;Kde nájdem Martin Holubčík ?;Kde sa nachádza Martin Holubčík ?;Kde má kanceláriu Martin Holubčík ?;V ktorej miestnosti má kanceláriu Martin Holubčík ?;Martin Holubčík miestnost: RB251
532;V akej miestnosti je Ing. Radoslav Jankal ?;Kde nájdem Ing. Radoslav Jankal ?;Kde sa nachádza Ing. Radoslav Jankal ?;Kde má kanceláriu Ing. Radoslav Jankal ?;V ktorej miestnosti má kanceláriu Ing. Radoslav Jankal ?;Ing. Radoslav Jankal miestnost: RB259
533;V akej miestnosti je Ing. Gabriel Koman ?;Kde nájdem Ing. Gabriel Koman ?;Kde sa nachádza Ing. Gabriel Koman ?;Kde má kanceláriu Ing. Gabriel Koman ?;V ktorej miestnosti má kanceláriu Ing. Gabriel Koman ?;Ing. Gabriel Koman miestnost: RB258
534;V akej miestnosti je Ing. Milan Kubina ?;Kde nájdem Ing. Milan Kubina ?;Kde sa nachádza Ing. Milan Kubina ?;Kde má kanceláriu Ing. Milan Kubina ?;V ktorej miestnosti má kanceláriu Ing. Milan Kubina ?;Ing. Milan Kubina miestnost: RB256
535;V akej miestnosti je Viliam Lendel ?;Kde nájdem Viliam Lendel ?;Kde sa nachádza Viliam Lendel ?;Kde má kanceláriu Viliam Lendel ?;V ktorej miestnosti má kanceláriu Viliam Lendel ?;Viliam Lendel miestnost: RB253
536;V akej miestnosti je Lucie Lendelová ?;Kde nájdem Lucie Lendelová ?;Kde sa nachádza Lucie Lendelová ?;Kde má kanceláriu Lucie Lendelová ?;V ktorej miestnosti má kanceláriu Lucie Lendelová ?;Lucie Lendelová miestnost: RB259
537;V akej miestnosti je Mária Liskayová ?;Kde nájdem Mária Liskayová ?;Kde sa nachádza Mária Liskayová ?;Kde má kanceláriu Mária Liskayová ?;V ktorej miestnosti má kanceláriu Mária Liskayová ?;Mária Liskayová miestnost: RB353
538;V akej miestnosti je Martin Mičiak ?;Kde nájdem Martin Mičiak ?;Kde sa nachádza Martin Mičiak ?;Kde má kanceláriu Martin Mičiak ?;V ktorej miestnosti má kanceláriu Martin Mičiak ?;Martin Mičiak miestnost: RB252
539;V akej miestnosti je Jakub Soviar ?;Kde nájdem Jakub Soviar ?;Kde sa nachádza Jakub Soviar ?;Kde má kanceláriu Jakub Soviar ?;V ktorej miestnosti má kanceláriu Jakub Soviar ?;Jakub Soviar miestnost: RB251
540;V akej miestnosti je Dominika Tumová ?;Kde nájdem Dominika Tumová ?;Kde sa nachádza Dominika Tumová ?;Kde má kanceláriu Dominika Tumová ?;V ktorej miestnosti má kanceláriu Dominika Tumová ?;Dominika Tumová miestnost: RB252
541;V akej miestnosti je Michal Varmus ?;Kde nájdem Michal Varmus ?;Kde sa nachádza Michal Varmus ?;Kde má kanceláriu Michal Varmus ?;V ktorej miestnosti má kanceláriu Michal Varmus ?;Michal Varmus miestnost: RB254
542;V akej miestnosti je Ján Boháčik ?;Kde nájdem Ján Boháčik ?;Kde sa nachádza Ján Boháčik ?;Kde má kanceláriu Ján Boháčik ?;V ktorej miestnosti má kanceláriu Ján Boháčik ?;Ján Boháčik miestnost: RA210
543;V akej miestnosti je Anna Ilovská ?;Kde nájdem Anna Ilovská ?;Kde sa nachádza Anna Ilovská ?;Kde má kanceláriu Anna Ilovská ?;V ktorej miestnosti má kanceláriu Anna Ilovská ?;Anna Ilovská miestnost: RA203
544;V akej miestnosti je Jozef Kostolný ?;Kde nájdem Jozef Kostolný ?;Kde sa nachádza Jozef Kostolný ?;Kde má kanceláriu Jozef Kostolný ?;V ktorej miestnosti má kanceláriu Jozef Kostolný ?;Jozef Kostolný miestnost: RA202
545;V akej miestnosti je Miroslav Kvaššay ?;Kde nájdem Miroslav Kvaššay ?;Kde sa nachádza Miroslav Kvaššay ?;Kde má kanceláriu Miroslav Kvaššay ?;V ktorej miestnosti má kanceláriu Miroslav Kvaššay ?;Miroslav Kvaššay miestnost: RA302
546;V akej miestnosti je Nika Kvaššayová ?;Kde nájdem Nika Kvaššayová ?;Kde sa nachádza Nika Kvaššayová ?;Kde má kanceláriu Nika Kvaššayová ?;V ktorej miestnosti má kanceláriu Nika Kvaššayová ?;Nika Kvaššayová miestnost: RA209
547;V akej miestnosti je Michal Kvet ?;Kde nájdem Michal Kvet ?;Kde sa nachádza Michal Kvet ?;Kde má kanceláriu Michal Kvet ?;V ktorej miestnosti má kanceláriu Michal Kvet ?;Michal Kvet miestnost: RA325
548;V akej miestnosti je Marek Kvet ?;Kde nájdem Marek Kvet ?;Kde sa nachádza Marek Kvet ?;Kde má kanceláriu Marek Kvet ?;V ktorej miestnosti má kanceláriu Marek Kvet ?;Marek Kvet miestnost: RA325
549;V akej miestnosti je Vitaly Levashenko ?;Kde nájdem Vitaly Levashenko ?;Kde sa nachádza Vitaly Levashenko ?;Kde má kanceláriu Vitaly Levashenko ?;V ktorej miestnosti má kanceláriu Vitaly Levashenko ?;Vitaly Levashenko miestnost: RA204
550;V akej miestnosti je Denisa Maceková ?;Kde nájdem Denisa Maceková ?;Kde sa nachádza Denisa Maceková ?;Kde má kanceláriu Denisa Maceková ?;V ktorej miestnosti má kanceláriu Denisa Maceková ?;Denisa Maceková miestnost: RA209
551;V akej miestnosti je Karol Matiaško ?;Kde nájdem Karol Matiaško ?;Kde sa nachádza Karol Matiaško ?;Kde má kanceláriu Karol Matiaško ?;V ktorej miestnosti má kanceláriu Karol Matiaško ?;Karol Matiaško miestnost: RA208
552;V akej miestnosti je Ján Rabčan ?;Kde nájdem Ján Rabčan ?;Kde sa nachádza Ján Rabčan ?;Kde má kanceláriu Ján Rabčan ?;V ktorej miestnosti má kanceláriu Ján Rabčan ?;Ján Rabčan miestnost: RA302
553;V akej miestnosti je Patrik Rusnák ?;Kde nájdem Patrik Rusnák ?;Kde sa nachádza Patrik Rusnák ?;Kde má kanceláriu Patrik Rusnák ?;V ktorej miestnosti má kanceláriu Patrik Rusnák ?;Patrik Rusnák miestnost: RA324
554;V akej miestnosti je Veronika Šalgová ?;Kde nájdem Veronika Šalgová ?;Kde sa nachádza Veronika Šalgová ?;Kde má kanceláriu Veronika Šalgová ?;V ktorej miestnosti má kanceláriu Veronika Šalgová ?;Veronika Šalgová miestnost: RA206
555;V akej miestnosti je Peter Sedláček ?;Kde nájdem Peter Sedláček ?;Kde sa nachádza Peter Sedláček ?;Kde má kanceláriu Peter Sedláček ?;V ktorej miestnosti má kanceláriu Peter Sedláček ?;Peter Sedláček miestnost: RA206
556;V akej miestnosti je Monika Václavková ?;Kde nájdem Monika Václavková ?;Kde sa nachádza Monika Václavková ?;Kde má kanceláriu Monika Václavková ?;V ktorej miestnosti má kanceláriu Monika Václavková ?;Monika Václavková miestnost: RA211
557;V akej miestnosti je Michal Varga ?;Kde nájdem Michal Varga ?;Kde sa nachádza Michal Varga ?;Kde má kanceláriu Michal Varga ?;V ktorej miestnosti má kanceláriu Michal Varga ?;Michal Varga miestnost: RA324
558;V akej miestnosti je Michal Zábovský ?;Kde nájdem Michal Zábovský ?;Kde sa nachádza Michal Zábovský ?;Kde má kanceláriu Michal Zábovský ?;V ktorej miestnosti má kanceláriu Michal Zábovský ?;Michal Zábovský miestnost: RA202
559;V akej miestnosti je Elena Zaitseva ?;Kde nájdem Elena Zaitseva ?;Kde sa nachádza Elena Zaitseva ?;Kde má kanceláriu Elena Zaitseva ?;V ktorej miestnosti má kanceláriu Elena Zaitseva ?;Elena Zaitseva miestnost: RA207
560;V akej miestnosti je Ivana Brídová ?;Kde nájdem Ivana Brídová ?;Kde sa nachádza Ivana Brídová ?;Kde má kanceláriu Ivana Brídová ?;V ktorej miestnosti má kanceláriu Ivana Brídová ?;Ivana Brídová miestnost: RB360
561;V akej miestnosti je Petr Ivaniga ?;Kde nájdem Petr Ivaniga ?;Kde sa nachádza Petr Ivaniga ?;Kde má kanceláriu Petr Ivaniga ?;V ktorej miestnosti má kanceláriu Petr Ivaniga ?;Petr Ivaniga miestnost: RB357
562;V akej miestnosti je Martin Klimo ?;Kde nájdem Martin Klimo ?;Kde sa nachádza Martin Klimo ?;Kde má kanceláriu Martin Klimo ?;V ktorej miestnosti má kanceláriu Martin Klimo ?;Martin Klimo miestnost: RB308
563;V akej miestnosti je Martin Kontšek ?;Kde nájdem Martin Kontšek ?;Kde sa nachádza Martin Kontšek ?;Kde má kanceláriu Martin Kontšek ?;V ktorej miestnosti má kanceláriu Martin Kontšek ?;Martin Kontšek miestnost: RB358
564;V akej miestnosti je Tatiana Kováčiková ?;Kde nájdem Tatiana Kováčiková ?;Kde sa nachádza Tatiana Kováčiková ?;Kde má kanceláriu Tatiana Kováčiková ?;V ktorej miestnosti má kanceláriu Tatiana Kováčiková ?;Tatiana Kováčiková miestnost: RB307
565;V akej miestnosti je Mária Liskayová ?;Kde nájdem Mária Liskayová ?;Kde sa nachádza Mária Liskayová ?;Kde má kanceláriu Mária Liskayová ?;V ktorej miestnosti má kanceláriu Mária Liskayová ?;Mária Liskayová miestnost: RB353
566;V akej miestnosti je Marek Moravčík ?;Kde nájdem Marek Moravčík ?;Kde sa nachádza Marek Moravčík ?;Kde má kanceláriu Marek Moravčík ?;V ktorej miestnosti má kanceláriu Marek Moravčík ?;Marek Moravčík miestnost: RB358
567;V akej miestnosti je Jozef Papán ?;Kde nájdem Jozef Papán ?;Kde sa nachádza Jozef Papán ?;Kde má kanceláriu Jozef Papán ?;V ktorej miestnosti má kanceláriu Jozef Papán ?;Jozef Papán miestnost: RB358
568;V akej miestnosti je Pavel Segeč ?;Kde nájdem Pavel Segeč ?;Kde sa nachádza Pavel Segeč ?;Kde má kanceláriu Pavel Segeč ?;V ktorej miestnosti má kanceláriu Pavel Segeč ?;Pavel Segeč miestnost: RB354
569;V akej miestnosti je Ondrej Škvarek ?;Kde nájdem Ondrej Škvarek ?;Kde sa nachádza Ondrej Škvarek ?;Kde má kanceláriu Ondrej Škvarek ?;V ktorej miestnosti má kanceláriu Ondrej Škvarek ?;Ondrej Škvarek miestnost: RB359
570;V akej miestnosti je Juraj Smieško ?;Kde nájdem Juraj Smieško ?;Kde sa nachádza Juraj Smieško ?;Kde má kanceláriu Juraj Smieško ?;V ktorej miestnosti má kanceláriu Juraj Smieško ?;Juraj Smieško miestnost: RB306
571;V akej miestnosti je Jana Uramová ?;Kde nájdem Jana Uramová ?;Kde sa nachádza Jana Uramová ?;Kde má kanceláriu Jana Uramová ?;V ktorej miestnosti má kanceláriu Jana Uramová ?;Jana Uramová miestnost: RB360
572;Aké má číslo Lukáš Čechovič ?;Aké telefónne číslo má Lukáš Čechovič ?;Ako sa dovolám Lukáš Čechovič ?;Mobilné číslo Lukáš Čechovič ?;Chcem zavolať Lukáš Čechovič ?;Lukáš Čechovič  t. č.: 041/5134366
573;Aké má číslo Viera Černeková ?;Aké telefónne číslo má Viera Černeková ?;Ako sa dovolám Viera Černeková ?;Mobilné číslo Viera Černeková ?;Chcem zavolať Viera Černeková ?;Viera Černeková  t. č.: 041/5134351
574;Aké má číslo Lukáš Formanek ?;Aké telefónne číslo má Lukáš Formanek ?;Ako sa dovolám Lukáš Formanek ?;Mobilné číslo Lukáš Formanek ?;Chcem zavolať Lukáš Formanek ?;Lukáš Formanek  t. č.: 041/5134359
575;Aké má číslo Michal Hodoň ?;Aké telefónne číslo má Michal Hodoň ?;Ako sa dovolám Michal Hodoň ?;Mobilné číslo Michal Hodoň ?;Chcem zavolať Michal Hodoň ?;Michal Hodoň  t. č.: 041/5134355
576;Aké má číslo Martin Húdik ?;Aké telefónne číslo má Martin Húdik ?;Ako sa dovolám Martin Húdik ?;Mobilné číslo Martin Húdik ?;Chcem zavolať Martin Húdik ?;Martin Húdik  t. č.: 041/5134358
577;Aké má číslo Adam Jaroš ?;Aké telefónne číslo má Adam Jaroš ?;Ako sa dovolám Adam Jaroš ?;Mobilné číslo Adam Jaroš ?;Chcem zavolať Adam Jaroš ?;Adam Jaroš  t. č.: 041/5134390
578;Aké má číslo Ján Kapitulík ?;Aké telefónne číslo má Ján Kapitulík ?;Ako sa dovolám Ján Kapitulík ?;Mobilné číslo Ján Kapitulík ?;Chcem zavolať Ján Kapitulík ?;Ján Kapitulík  t. č.: 041/5134391
579;Aké má číslo Ondrej Karpiš ?;Aké telefónne číslo má Ondrej Karpiš ?;Ako sa dovolám Ondrej Karpiš ?;Mobilné číslo Ondrej Karpiš ?;Chcem zavolať Ondrej Karpiš ?;Ondrej Karpiš  t. č.: 041/5131415
580;Aké má číslo Juraj Miček ?;Aké telefónne číslo má Juraj Miček ?;Ako sa dovolám Juraj Miček ?;Mobilné číslo Juraj Miček ?;Chcem zavolať Juraj Miček ?;Juraj Miček  t. č.: 041/5134354
581;Aké má číslo Jana Milanová ?;Aké telefónne číslo má Jana Milanová ?;Ako sa dovolám Jana Milanová ?;Mobilné číslo Jana Milanová ?;Chcem zavolať Jana Milanová ?;Jana Milanová  t. č.: 041/5134358
582;Aké má číslo Veronika Olešnaníková ?;Aké telefónne číslo má Veronika Olešnaníková ?;Ako sa dovolám Veronika Olešnaníková ?;Mobilné číslo Veronika Olešnaníková ?;Chcem zavolať Veronika Olešnaníková ?;Veronika Olešnaníková  t. č.: 041/5134359
583;Aké má číslo Peter Šarafín ?;Aké telefónne číslo má Peter Šarafín ?;Ako sa dovolám Peter Šarafín ?;Mobilné číslo Peter Šarafín ?;Chcem zavolať Peter Šarafín ?;Peter Šarafín  t. č.: 041/5134359
584;Aké má číslo Peter Ševčík ?;Aké telefónne číslo má Peter Ševčík ?;Ako sa dovolám Peter Ševčík ?;Mobilné číslo Peter Ševčík ?;Chcem zavolať Peter Ševčík ?;Peter Ševčík  t. č.: 041/5134350
585;Aké má číslo Róbert Žalman ?;Aké telefónne číslo má Róbert Žalman ?;Ako sa dovolám Róbert Žalman ?;Mobilné číslo Róbert Žalman ?;Chcem zavolať Róbert Žalman ?;Róbert Žalman  t. č.: 041/5134359
586;Aké má číslo Katarína Bachratá ?;Aké telefónne číslo má Katarína Bachratá ?;Ako sa dovolám Katarína Bachratá ?;Mobilné číslo Katarína Bachratá ?;Chcem zavolať Katarína Bachratá ?;Katarína Bachratá  t. č.: 041/5134332
587;Aké má číslo Hynek Bachratý ?;Aké telefónne číslo má Hynek Bachratý ?;Ako sa dovolám Hynek Bachratý ?;Mobilné číslo Hynek Bachratý ?;Chcem zavolať Hynek Bachratý ?;Hynek Bachratý  t. č.: 041/5134127
588;Aké má číslo Iveta Belošovičová ?;Aké telefónne číslo má Iveta Belošovičová ?;Ako sa dovolám Iveta Belošovičová ?;Mobilné číslo Iveta Belošovičová ?;Chcem zavolať Iveta Belošovičová ?;Iveta Belošovičová  t. č.: 041/5134101
589;Aké má číslo Alžbeta Bohiniková ?;Aké telefónne číslo má Alžbeta Bohiniková ?;Ako sa dovolám Alžbeta Bohiniková ?;Mobilné číslo Alžbeta Bohiniková ?;Chcem zavolať Alžbeta Bohiniková ?;Alžbeta Bohiniková  t. č.: 041/5134553
590;Aké má číslo Ivan Cimrák ?;Aké telefónne číslo má Ivan Cimrák ?;Ako sa dovolám Ivan Cimrák ?;Mobilné číslo Ivan Cimrák ?;Chcem zavolať Ivan Cimrák ?;Ivan Cimrák  t. č.: 041/5134126
591;Aké má číslo Michal Ďuračík ?;Aké telefónne číslo má Michal Ďuračík ?;Ako sa dovolám Michal Ďuračík ?;Mobilné číslo Michal Ďuračík ?;Chcem zavolať Michal Ďuračík ?;Michal Ďuračík  t. č.: 041/5134115
592;Aké má číslo Kristína Ďuračíková ?;Aké telefónne číslo má Kristína Ďuračíková ?;Ako sa dovolám Kristína Ďuračíková ?;Mobilné číslo Kristína Ďuračíková ?;Chcem zavolať Kristína Ďuračíková ?;Kristína Ďuračíková  t. č.: 041/5134131
593;Aké má číslo Miroslav Gábor ?;Aké telefónne číslo má Miroslav Gábor ?;Ako sa dovolám Miroslav Gábor ?;Mobilné číslo Miroslav Gábor ?;Chcem zavolať Miroslav Gábor ?;Miroslav Gábor  t. č.: 041/5134129
594;Aké má číslo Patrik Hrkút ?;Aké telefónne číslo má Patrik Hrkút ?;Ako sa dovolám Patrik Hrkút ?;Mobilné číslo Patrik Hrkút ?;Chcem zavolať Patrik Hrkút ?;Patrik Hrkút  t. č.: 041/5134121
595;Aké má číslo Miroslav Hrnčiar ?;Aké telefónne číslo má Miroslav Hrnčiar ?;Ako sa dovolám Miroslav Hrnčiar ?;Mobilné číslo Miroslav Hrnčiar ?;Chcem zavolať Miroslav Hrnčiar ?;Miroslav Hrnčiar  t. č.: 041/5134122
596;Aké má číslo Iveta Jančigová ?;Aké telefónne číslo má Iveta Jančigová ?;Ako sa dovolám Iveta Jančigová ?;Mobilné číslo Iveta Jančigová ?;Chcem zavolať Iveta Jančigová ?;Iveta Jančigová  t. č.: 041/5134131
597;Aké má číslo Ján Janech ?;Aké telefónne číslo má Ján Janech ?;Ako sa dovolám Ján Janech ?;Mobilné číslo Ján Janech ?;Chcem zavolať Ján Janech ?;Ján Janech  t. č.: 041/5134132
598;Aké má číslo Emil Kršák ?;Aké telefónne číslo má Emil Kršák ?;Ako sa dovolám Emil Kršák ?;Mobilné číslo Emil Kršák ?;Chcem zavolať Emil Kršák ?;Emil Kršák  t. č.: 041/5134050, 041/5134128
599;Aké má číslo Matej Meško ?;Aké telefónne číslo má Matej Meško ?;Ako sa dovolám Matej Meško ?;Mobilné číslo Matej Meško ?;Chcem zavolať Matej Meško ?;Matej Meško  t. č.: 041/5134131
600;Aké má číslo Ján Ružbarský ?;Aké telefónne číslo má Ján Ružbarský ?;Ako sa dovolám Ján Ružbarský ?;Mobilné číslo Ján Ružbarský ?;Chcem zavolať Ján Ružbarský ?;Ján Ružbarský  t. č.: 041/5134124
